 Lista de Imóveis da Caixa;;Data de geração:;07/08/2026;;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso
8,78772E+12;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA TEREZA DE JESUS PUGINA SILVA (ANTIGA R QUATRO), N. 375, QD 19 LT 22 ;114.234,15;189.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 153.62 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715200724
8,78772E+12;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA LAERCIO DAN, N. 190, QD 09 LT 21 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718114659
8,78772E+12;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ; RUA BELARMINO PIRES, N. 1142, 1142, 3304 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720428410
8,78772E+12;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ; RUA LAERIO DAN, N. 417, QD 18 LT 24 ;116.651,81;193.000,00;39.56;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720711707
1,44441E+12;SP ;ARACATUBA ;RES LARANJEIRAS ;ALAMEDA DOS SABIAS, N. 311, QD A  LT 27 ;300.000,00;300.000,00;0.00;Não;Casa, 82.14 de área total, 82.14 de área privativa, 200.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444412372994
8,44441E+12;SP ;ARACATUBA ;VISTA VERDE ;RUA ARLINDO SQUICATO, N. 975, PARTE DO LOTE 25, QUADRA N ;125.000,00;125.000,00;0.00;Não;Casa, 0.00 de área total, 54.08 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413758304
8,78772E+12;SP ;ARACATUBA ;ROSELE ;RUA GENERAL JAIR DANTAS RIBEIRO, N. 500, CS 11 ;180.000,00;180.000,00;0.00;Não;Casa, 152.37 de área total, 46.96 de área privativa, 105.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720823769
8,78771E+12;SP ;ARACATUBA ;JARDIM PAULISTA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 304, BL 17  3º PAVIMENTO  VG 179 ;145.000,00;145.000,00;0.00;Não;Apartamento, 83.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709496978
8,78771E+12;SP ;ARACATUBA ;FAZENDA DO ESTADO ; ESTRADA VICINAL FAUSE CHADE, N. 455, Apto 201, BL 01 VG 157 ;150.000,00;150.000,00;0.00;Não;Apartamento, 105.55 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709546681
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;RUA NILO MARIA BOATTO, N. 152, LT 24 QD B ;135.000,00;135.000,00;0.00;Não;Casa, 49.18 de área total, 49.18 de área privativa, 150.93 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712949317
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA BELARMINO PIRES, N. 726, QD 25  LT 04  ANTIGA RUA SEIS ;162.538,16;155.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714756982
8,78772E+12;SP ;ARACATUBA ;PETIT-TRIANON ;RUA ELZA ALMEIDA LEMOS, N. 601, CS 19 ;193.163,38;180.000,00;0.00;Não;Casa, 95.59 de área total, 47.00 de área privativa, 99.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715221373
8,78772E+12;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA BELARMINO PIRES, N. 38, QD 4  LT 15  ANTIGA RUA SEIS ;211.696,34;193.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 167.15 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716938263
8,78772E+12;SP ;ARACATUBA ;VILA ALBA ;AVENIDA DOIS DE DEZEMBRO, N. 2156, Apto 23, TORRE 2 ;292.279,91;240.000,00;0.00;Não;Apartamento, 88.97 de área total, 48.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719889905
8,78772E+12;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA PASTOR JOSE FERREIRA DE FREITAS, N. 144, ANTIGA RUA 07 ;210.941,47;140.000,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717001389
1,44441E+12;SP ;ARACATUBA ;NÃO MENCIONA BAIRRO ; RUA 03, N. SN, LT 14 QD 09 ;847.101,48;300.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 400.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414587807
1,44442E+12;SP ;ARACOIABA DA SERRA ;RIO VERDE ;RUA ROXINHO, N. SN, LT 12 QD R ;744.462,64;1.229.605,06;39.46;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418542220
8,7877E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AV PROF GUSTAVO FLEURY CHARMIL, N. 604, Apto 32, BL A TORRE 2 ;84.148,43;177.500,00;52.60;Sim;Apartamento, 89.19 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703198550
8,55554E+12;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 101, BL 18 ;84.118,80;167.000,00;49.63;Não;Apartamento, 88.59 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539311483
8,78771E+12;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 01, BL F TORRE 4 ;103.128,05;195.000,00;47.12;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710606749
8,7877E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 604, Apto 33, CTORRE 04 ;100.483,74;190.000,00;47.12;Não;Apartamento, 89.19 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702717308
8,44443E+12;SP ;ARARAQUARA ;VILA CIDADE INDUSTRIAL (VILA XAVIER) ;RUA BAHIA, N. 2791, Apto 12, BL D ;75.817,45;140.000,00;45.85;Não;Apartamento, 93.79 de área total, 46.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425204287
8,78771E+12;SP ;ARARAQUARA ;ALTOS DO JARAGUA ;AVENIDA GOVERNADOR ORESTES QUERCIA, N. 1201, Apto 401, BL 06 ;98.518,85;175.000,00;43.71;Sim;Apartamento, 83.66 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712119837
8,7877E+12;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA AMERICA, N. 917, Apto 203, BL 09 ;73.987,66;131.000,00;43.53;Não;Apartamento, 87.78 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702284002
8,78771E+12;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ; AVENIDA MARGINAL DO CORREGO DOS MARTINS, N. 445, Apto 401, BL 23 ;87.819,45;155.000,00;43.35;Não;Apartamento, 89.67 de área total, 43.20 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707377530
8,55553E+12;SP ;ARARAQUARA ;DOUTOR TANCREDO DE ALMEIDA NEVES ;AVENIDA ENGENHEIRO DOMINGOS F JUNIOR, N. 964, Apto 03, BL 07 TERREO ;84.482,30;148.000,00;42.92;Não;Apartamento, 99.34 de área total, 49.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531432737
8,55554E+12;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 404, BL 13 ;68.787,97;120.000,00;42.68;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540029443
8,44444E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA DOMINGOS BRAGHINI, N. 177, Apto 02, ;69.934,44;122.000,00;42.68;Não;Apartamento, 148.34 de área total, 41.31 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436178665
8,78771E+12;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 401, BL 07 ;77.043,32;133.000,00;42.08;Não;Apartamento, 87.72 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706469376
8,44443E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 381, Apto 33, BL FLAMBOYANT ;79.360,41;137.000,00;42.08;Não;Apartamento, 145.97 de área total, 54.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432822500
8,78771E+12;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 459, Apto 24, BL C TORRE 6 ;86.648,52;148.000,00;41.46;Não;Apartamento, 87.36 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705109139
8,78771E+12;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 31, BL F TORRE 02 ;90.161,30;154.000,00;41.46;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708780222
8,78771E+12;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 23, 2º PAV BL C TORRE 3 ;90.746,77;155.000,00;41.46;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713141500
8,78771E+12;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 301, BL 06 ;82.257,55;140.500,00;41.46;Não;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709791384
8,55554E+12;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 304, BL 13 ;88.990,38;152.000,00;41.46;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536957366
8,55554E+12;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AV MIGUEL BUCALEM, N. 468, Apto 403, BL 6 ;86.940,72;148.499,09;41.46;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537886950
8,55554E+12;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 401, BL 18 ;81.964,82;140.000,00;41.46;Não;Apartamento, 98.47 de área total, 39.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538109303
8,55554E+12;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 302, BL 22 3 PAVIMENTO ;84.892,14;145.000,00;41.46;Não;Apartamento, 88.75 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539929894
8,78772E+12;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOU, N. 873, Apto 301, PV 03 BL 09 ;90.746,77;155.000,00;41.46;Não;Apartamento, 110.11 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718129788
8,78772E+12;SP ;ARARAQUARA ;JARDIM SANTA CLARA (VILA XAVIER) ;RUA PRESIDENTE JOAO BELCHIOR MARQUES GOULART, N. 873, Apto 203, BL 10 ;85.477,60;146.000,00;41.46;Não;Apartamento, 85.11 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719408494
8,44443E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 381, Apto 23, ;83.721,21;143.000,00;41.46;Não;Apartamento, 0.00 de área total, 65.67 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430090600
8,44444E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 21, BL C TORRE 03 ;88.990,38;152.000,00;41.46;Não;Apartamento, 88.71 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435893905
8,55554E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 12, BL A TORRE 02 ;88.990,38;152.000,00;41.46;Não;Apartamento, 88.71 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538653585
8,55554E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 24, BL A TORRE 02 ;88.404,91;151.000,00;41.46;Não;Apartamento, 88.71 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538770166
8,55554E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 11, BL A TR 2 ;90.746,77;155.000,00;41.46;Não;Apartamento, 88.71 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538868646
8,55554E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 34, BL B ;90.746,77;155.000,00;41.46;Não;Apartamento, 88.71 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538868778
8,55554E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 03, BL B TORRE 01 ;88.990,38;152.000,00;41.46;Não;Apartamento, 88.71 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539356940
8,78771E+12;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 01, TERREO BL C TR 4 ;88.990,38;152.000,00;41.46;Não;Apartamento, 87.46 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707187056
8,44443E+12;SP ;ARARAQUARA ;JARDIM EUROPA (VILA XAVIER) ;RUA EDGARD PINTO MACHADO, N. 464, Apto 13, BL 01 ;81.964,82;140.000,00;41.46;Não;Apartamento, 53.19 de área total, 47.25 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432062387
8,44443E+12;SP ;ARARAQUARA ;JARDIM CALIFORNIA ;RUA GAVIAO PEIXOTO, N. 749, Apto 401, 4 PAVIMENTO BL 02 ;84.892,14;145.000,00;41.46;Não;Apartamento, 71.04 de área total, 44.76 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432994360
8,78771E+12;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA MARIA LUCIA CABRERA, N. 173, Apto 201, BL 02 ;81.379,36;139.000,00;41.46;Não;Apartamento, 89.57 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708145853
8,78772E+12;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 22, BL C, TORRE 3 ;102.344,59;172.705,91;40.75;Não;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716008932
8,78772E+12;SP ;ARARAQUARA ;JARDIM BRASIL (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 32, BL C TORRE 05 ;102.344,59;172.705,91;40.75;Não;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720419828
8,78771E+12;SP ;ARARAQUARA ;JARDIM BOTANICO ;AVENIDA DOM CARLOS CARMELLO, N. 721, Apto 102, BL10 ;94.815,14;160.000,00;40.75;Não;Apartamento, 88.14 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709213046
8,7877E+12;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 459, Apto 21, BL C TORRE 05 ;94.815,14;160.000,00;40.75;Não;Apartamento, 87.36 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704334236
8,7877E+12;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 459, Apto 32, BL B TORRE 4 PAVIMENTO 3 ;94.815,14;160.000,00;40.75;Não;Apartamento, 87.36 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704565904
8,78771E+12;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 31, BL B TORRE 5 ;94.518,84;159.500,00;40.75;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709387834
8,78771E+12;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 11, TR 3 ;102.815,16;173.500,00;40.75;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711075852
